150
7 30
71041 11622 97756
58382 0 97756
44365 9426 97756
45891 27462 97756
97623 0 49691
38914 19504 66727
28665 0 66699
32282 3988 97756
74957 0 91015
17799 0 97533
20760 0 69981
76378 0 78622
61602 0 54554
59706 0 67166
33016 0 70498
12112 0 75739
98696 0 84523
81202 0 62077
10310 0 76293
125 29080 97756
89181 12379 74389
32465 0 65516
71989 0 68472
52686 8757 45106
86427 0 96367
61301 0 78921
55510 19162 97756
99642 30056 97756
55546 24606 97756
89194 1977 55850
35503 0 75944
49800 0 72812
3671 0 43671
16797 59421 97756
44087 11308 97756
20754 0 53477
72359 0 60072
33546 29635 80484
4422 64667 97756
19561 7449 97756
37 44
36 1 42
62 2 44
7 1 44
53 0 32
18 0 37
42 0 34
60 13 44
40 6 44
85 0 40
66 36 44
16 6 44
15 19 44
19 10 44
68 9 44
48 10 44
67 14 44
52 0 43
72 9 28
86 13 44
63 25 44
12 0 40
33 10 44
50 0 17
81 5 44
65 0 22
26 0 21
41 0 30
76 24 32
4 24 44
69 0 25
2 7 22
55 0 39
43 0 32
3 0 27
44 4 44
24 0 28
29 22 44
50 99202
100000 0 96169
53116 50488 74909
23357 18780 99202
93787 9103 99202
77257 34264 95152
53650 55301 99202
2000 0 68636
6898 73147 99131
12900 0 33902
12858 32036 99202
65546 45191 99202
77980 0 95882
41097 0 73031
48945 0 71642
66955 51038 99202
50071 16696 99202
10494 61371 99202
67434 27037 99202
38739 0 90799
19152 16484 99202
27051 0 79043
10760 24800 99202
79707 0 58702
98486 0 60459
82801 0 84683
4012 25667 99202
19910 15157 99202
30982 0 39906
38436 29222 99202
31404 67062 97488
60985 6555 34890
35033 5793 99202
22290 0 84025
60104 36758 57780
69717 0 88052
81327 17662 42294
10245 0 56466
36295 0 76587
53402 13361 39744
8640 12064 92188
72535 17499 99202
72847 38181 90175
10876 31436 85085
93953 0 48837
89083 5610 37974
41329 11393 99202
6862 0 80494
28833 0 80754
40353 4486 93115
87949 6530 99202
50 99837
100000 0 95815
93913 0 66977
2104 17849 99837
48320 49218 99837
7304 0 80739
43258 16624 61903
72280 0 70319
71766 59713 99837
57014 0 46914
78458 8080 99837
58255 15169 62119
82680 0 60629
82281 0 88526
83391 0 67590
15494 25510 51765
43151 0 79307
41441 0 89911
92180 0 75850
75545 0 76272
86796 34804 87458
16858 0 77438
58711 62767 99837
8106 40721 99837
69693 43016 99837
98413 53867 99837
91880 74245 95247
61423 0 48298
43982 46526 69398
6568 0 78679
87471 69091 99837
92154 45282 99837
22638 0 55238
35028 0 47487
53516 29177 99837
2037 46741 99837
63782 0 75575
55030 0 94078
26792 0 63517
69823 16452 99837
75893 0 88108
12290 0 99360
41477 11793 99837
95930 46512 99837
15996 0 76999
22406 21739 99837
67211 0 35852
68589 5451 99837
2600 42828 99837
85115 0 58234
21559 32038 99837
11 77
59 0 49
69 0 42
53 2 77
5 0 50
7 32 77
70 0 67
62 0 71
65 2 77
67 44 77
16 0 35
71 0 60
21 161
52 0 85
20 0 65
18 44 161
49 39 127
42 20 161
32 42 161
21 93 161
68 0 101
79 0 66
6 12 66
82 50 161
81 48 161
13 7 161
12 107 161
1 0 146
23 68 161
36 0 161
57 104 161
9 1 161
71 103 161
16 29 161
50 594
43 104 224
0 430 585
49 0 469
39 94 594
2 136 594
35 248 594
15 0 443
31 198 594
51 337 594
54 32 594
41 0 570
44 0 287
59 0 490
30 0 366
50 0 564
16 29 594
20 0 588
4 121 594
57 0 310
32 0 560
14 0 481
9 155 490
37 157 358
38 168 594
3 97 594
13 0 363
25 391 594
60 0 256
27 308 594
11 410 576
36 72 231
18 198 594
10 158 594
42 112 554
19 0 541
21 137 594
53 0 397
33 351 594
48 227 594
26 0 375
6 12 594
58 290 594
8 0 437
34 276 594
11 206 355
23 73 594
40 84 374
28 55 207
29 285 477
12 0 457
4 328
7 0 197
26 209 328
29 0 243
2 115 328
41 90
50 5 70
68 13 90
102 17 90
53 0 60
10 12 76
60 0 66
21 7 90
7 0 65
72 3 90
30 46 90
34 0 60
59 31 90
38 0 86
121 0 50
118 35 79
81 30 64
71 0 68
25 0 73
65 48 90
107 0 53
66 2 90
13 0 51
119 48 71
31 12 90
39 60 90
92 0 90
9 9 90
63 14 90
22 0 86
64 0 82
80 0 86
69 0 31
110 37 90
5 9 90
61 19 51
17 43 90
32 12 90
12 19 61
35 28 71
117 0 53
1 0 26
5 752
84 0 426
23 0 381
2 332 554
41 96 752
62 374 752
6 435
32 0 245
24 42 435
12 250 435
30 215 435
26 0 376
2 0 269
39 549
8 33 545
54 256 549
55 0 408
6 0 366
47 0 394
22 11 549
21 0 319
56 125 271
59 346 549
36 0 549
64 0 392
16 125 508
3 187 549
18 126 549
62 72 549
61 46 549
65 0 476
35 0 351
19 186 549
5 0 503
44 0 340
63 124 549
33 0 449
26 157 549
14 103 460
50 339 549
40 132 243
30 83 549
10 18 549
53 0 492
39 101 285
17 0 341
60 70 471
1 20 201
4 253 549
9 31 549
15 131 549
2 62 229
11 0 408
10 391
16 0 208
9 177 391
20 10 391
5 13 354
3 0 347
25 47 391
11 203 332
26 0 350
1 43 391
29 183 333
17 95
70 0 50
30 0 56
68 15 95
22 41 95
18 0 93
60 0 44
29 0 71
3 45 95
8 0 92
15 0 78
17 3 27
71 0 30
25 3 95
42 7 95
71 54 95
33 0 82
11 23 95
34 266
37 20 188
43 0 171
26 158 251
31 82 266
36 70 183
47 0 264
0 0 63
49 0 91
50 38 232
10 58 266
3 33 266
46 55 266
19 30 266
20 0 146
42 27 266
7 85 266
17 103 266
52 79 266
14 0 135
35 0 255
32 0 263
12 0 254
6 160 247
1 0 258
16 39 266
53 80 266
5 0 231
2 45 150
25 34 266
8 52 266
44 0 224
27 73 266
21 34 266
23 24 266
30 383
122 128 383
5 8 383
112 0 367
49 11 383
32 223 383
108 0 260
8 202 314
89 0 244
61 0 188
78 0 129
0 0 264
80 22 383
15 103 383
123 0 378
52 122 383
107 20 383
113 0 227
72 36 383
83 92 336
1 85 383
85 0 348
77 9 209
59 0 378
127 0 218
7 0 366
50 181 274
64 130 383
75 0 304
38 0 332
46 54 383
50 99629
100000 33578 99629
93968 58008 99629
7777 61870 99629
63063 0 97400
49423 0 88597
62415 0 75824
10072 0 56236
62713 0 24174
85176 0 67480
6616 18900 99629
76738 0 51095
57889 26965 99629
38741 20514 99629
70183 81 55049
10602 15490 83959
57447 5268 34357
54944 44803 99629
4636 8185 60844
64296 13420 99629
44812 0 94407
77498 10027 99629
67244 21994 79214
1358 0 37130
27065 0 58248
9235 0 97386
34017 30123 99629
56623 16271 93391
37431 29027 99629
80162 0 63839
24606 0 65291
82671 12616 99629
97632 10606 99629
44487 7651 85687
16618 0 53003
93589 50440 99629
9665 63272 99629
59069 0 90143
54268 0 48718
55186 16785 99629
42975 11523 99629
29368 65377 99629
9458 37811 99629
80076 28844 63130
40271 0 55631
56686 45484 86363
43977 0 65067
4344 35718 89107
28882 0 51635
15018 4056 99629
30523 0 58753
39 22
108 0 18
22 10 18
77 12 22
98 0 12
31 17 22
18 0 13
68 0 21
46 11 17
44 10 18
45 11 22
9 6 19
4 8 22
33 4 22
105 0 15
58 1 22
0 4 22
6 2 11
83 0 18
71 0 20
70 7 22
100 0 20
116 1 22
38 0 17
107 0 6
62 0 20
84 7 22
24 2 22
53 8 22
2 0 15
64 0 19
65 3 22
1 6 22
110 3 22
67 0 21
92 11 15
102 13 20
61 1 22
4 0 6
85 0 16
41 396
23 0 281
3 163 396
61 299 396
65 259 396
35 84 396
1 47 396
63 166 288
6 0 170
52 0 286
25 85 390
37 0 385
10 179 396
36 0 350
29 0 175
8 128 207
31 0 337
16 0 265
68 244 396
15 0 218
15 262 385
49 0 360
19 0 223
9 67 396
33 4 225
32 185 396
20 172 396
40 0 172
44 34 278
66 230 327
13 0 395
42 0 272
0 151 396
2 0 325
67 14 396
12 15 396
10 32 155
11 0 327
39 105 396
48 0 391
46 0 223
51 44 396
50 96584
100000 0 94697
73849 14298 96584
93796 24441 96584
13460 24999 96584
10767 56877 96584
92069 44057 96584
75407 62653 96584
96263 10526 96584
3620 9617 74034
59437 0 63032
64203 40718 96283
17953 0 52219
35414 0 67173
59734 10674 96584
78977 0 37380
16388 4097 96584
10495 0 84305
34264 0 42586
53344 0 78592
46596 0 76741
767 0 82734
76046 0 92700
69677 57469 96584
71407 0 78091
66144 0 80435
48261 34023 96584
96994 3717 71988
28809 0 63831
14149 0 96584
97692 0 94155
12011 31215 96584
99283 21773 96584
30636 0 83267
69214 0 72741
9147 0 67523
58603 38955 96584
20284 38889 94358
58663 13951 65504
97228 0 42290
31577 44555 96584
65257 18384 96584
7620 0 78381
62421 0 57178
47356 35657 96584
5542 0 88859
1532 23726 96584
58719 4324 96584
12941 0 83068
48258 0 93141
73165 44971 96584
45 268
19 0 217
24 0 181
26 11 112
56 72 268
12 29 268
10 0 117
5 79 171
33 0 104
27 0 252
58 0 107
20 0 120
66 116 261
22 17 268
65 0 249
66 0 67
1 0 200
14 0 231
70 44 112
62 75 268
45 83 189
50 40 268
39 0 268
58 149 268
4 0 191
2 66 241
63 30 243
72 0 265
13 0 254
52 0 195
30 38 112
36 146 234
46 58 268
75 0 205
9 39 268
68 191 268
17 139 246
43 0 115
7 0 236
18 0 131
74 132 268
44 0 215
49 0 257
31 0 211
35 0 155
73 98 181
1 413
44 138 413
42 822
25 0 805
20 163 822
27 1 594
61 165 822
1 0 634
89 333 822
4 55 498
73 0 822
12 0 178
6 0 371
75 0 818
35 0 741
78 156 822
48 184 822
31 256 822
41 132 822
85 74 822
40 0 610
21 175 822
102 0 663
59 0 623
16 4 822
87 172 822
91 0 442
83 51 822
36 212 544
103 155 822
38 244 822
77 423 822
9 252 822
79 271 822
26 251 822
64 0 536
82 257 822
86 0 372
100 0 733
17 0 773
15 0 777
81 58 822
51 57 822
96 0 647
7 268 822
40 202
28 0 192
69 0 192
51 0 191
32 3 202
49 0 107
25 0 165
74 0 94
36 0 163
63 86 202
6 40 167
66 32 150
82 0 185
40 0 188
60 25 188
18 112 156
0 0 156
43 22 202
91 53 202
4 37 121
1 56 202
38 96 177
62 59 202
22 0 192
86 44 202
37 26 202
47 16 202
2 2 102
20 0 183
55 12 202
71 74 134
39 0 84
68 148 202
83 55 202
79 96 202
58 69 202
90 46 120
33 0 180
23 0 200
81 0 65
35 20 202
18 755
13 121 755
18 0 550
30 418 720
63 82 755
33 0 735
61 320 613
46 0 614
57 231 755
29 27 755
19 227 755
50 258 424
2 108 755
49 197 615
30 0 347
43 0 679
45 265 755
37 0 694
16 163 755
1 709
62 235 709
44 332
115 241 307
48 65 332
64 0 250
125 0 183
3 0 224
86 58 332
87 113 332
18 0 268
51 2 108
45 73 283
122 0 305
6 211 332
107 138 332
110 13 332
57 128 332
117 71 332
76 139 332
22 112 332
30 67 332
12 59 332
23 0 271
44 12 332
46 37 297
120 59 332
41 0 316
81 3 177
112 0 318
40 71 139
81 240 332
59 0 265
103 0 293
15 0 219
94 91 332
11 96 332
80 48 332
56 0 255
66 0 316
75 67 332
4 64 332
118 0 307
68 0 312
38 0 254
70 42 332
65 163 332
45 66
47 20 36
28 27 66
22 9 41
81 0 47
37 0 48
8 0 47
9 0 29
10 36 66
24 0 61
49 0 51
67 0 36
15 0 54
74 27 66
50 26 66
38 0 36
54 0 42
29 22 66
17 0 28
32 5 52
31 6 66
41 40 64
27 0 65
80 10 66
25 0 61
55 1 66
72 21 35
16 23 66
65 0 55
62 0 43
23 8 52
58 0 31
57 0 51
7 10 52
60 1 31
76 0 39
3 19 56
77 26 66
45 21 66
61 1 66
42 21 54
56 12 66
76 47 66
4 0 63
30 0 51
6 0 53
10 29
7 0 25
26 8 29
2 7 29
15 12 29
25 8 29
13 0 28
18 20 25
8 21 29
14 11 16
31 14 29
27 176
2 9 176
57 7 78
19 79 176
3 56 101
39 0 170
16 31 176
59 0 75
20 116 160
1 54 176
28 0 123
0 37 77
31 8 176
8 0 37
34 20 176
53 24 112
42 0 142
46 0 171
63 90 176
56 74 176
4 82 176
29 0 164
11 68 176
9 46 176
47 89 151
15 0 135
36 0 140
37 8 176
48 916
57 60 857
62 0 811
42 129 916
64 0 542
36 372 916
8 23 916
39 217 736
45 0 685
46 0 871
18 232 836
73 158 895
2 0 348
40 0 292
1 367 916
25 182 916
0 103 546
59 0 558
22 71 916
72 0 457
60 451 916
52 25 916
16 0 855
47 0 435
61 235 916
54 144 916
38 0 568
30 191 916
3 116 916
21 114 916
65 0 888
14 187 916
34 0 884
74 321 916
70 385 916
10 6 916
2 444 916
28 90 916
19 0 707
55 0 916
47 454 916
41 474 754
71 0 893
17 28 916
29 255 543
51 263 671
13 0 511
53 0 476
69 271 916
19 65
63 11 65
3 1 65
46 7 65
37 33 57
24 0 62
27 0 51
80 2 65
35 13 46
30 0 59
58 0 60
70 2 62
13 4 26
68 0 60
25 1 45
73 0 42
31 1 65
19 44 65
2 0 24
56 0 48
50 79
6 7 79
99 23 79
48 36 79
60 13 79
27 46 62
92 0 72
72 40 79
94 30 79
59 37 65
29 8 79
58 0 60
16 1 79
47 0 48
69 0 53
77 0 61
78 0 66
30 30 59
73 6 79
88 0 67
79 21 79
35 2 79
18 0 60
66 14 70
9 6 61
101 29 74
75 0 71
96 0 75
67 31 72
23 0 24
14 4 79
81 16 79
3 0 71
53 4 79
24 8 79
19 26 79
74 0 63
37 40 79
97 19 79
76 0 52
86 0 63
55 1 79
1 0 37
95 34 79
65 0 26
61 45 79
98 0 43
83 18 79
8 0 79
39 21 49
26 37 79
17 335
97 70 335
104 0 157
18 88 301
37 65 217
91 132 270
88 137 335
30 0 330
17 16 335
8 0 276
55 11 335
83 0 270
102 0 229
58 0 316
75 0 183
7 0 198
92 0 263
36 0 313
7 574
10 286 548
61 324 465
60 211 574
24 16 574
80 26 322
73 0 260
21 0 565
50 96508
100000 32882 93677
59922 43895 78779
48315 0 91466
32175 0 89598
28528 11643 96508
15318 0 25499
55353 27219 96508
54992 2942 96508
13887 16222 54956
10634 2916 96508
2102 0 24532
67776 30369 60023
41676 42268 96508
60835 44598 96508
37004 70274 95720
61534 75305 94960
44984 10510 96508
58581 28259 96508
27753 6216 32533
9541 1784 21778
59786 0 45375
93771 48077 96508
44584 0 55645
36499 29389 96508
79449 71921 91624
80255 2579 96508
15361 67731 96508
9466 0 90017
74756 0 75314
38462 0 69152
98631 0 34467
15935 47795 89829
36500 0 86218
88905 0 67419
41475 6323 96508
90840 49406 96508
18687 0 87227
11938 0 67274
28684 49605 96508
4507 0 62901
76550 67291 96508
26974 0 85833
68073 20815 96508
19986 60220 96508
47414 0 63611
87381 50744 96508
66492 0 61969
33838 8120 96508
79373 18549 96508
41142 0 52462
28 234
23 140 234
52 64 234
22 0 117
42 90 234
41 58 234
48 7 234
35 0 117
60 153 234
47 15 234
56 110 234
8 5 234
4 0 213
25 111 195
12 9 234
55 0 205
45 0 231
62 1 58
64 9 234
40 0 232
32 40 234
5 50 122
58 105 234
50 103 191
63 0 176
44 20 234
7 46 234
0 0 177
6 90 234
28 707
22 208 707
38 104 707
20 186 443
31 284 707
4 132 707
1 60 707
42 91 707
49 112 681
37 178 655
36 309 707
16 0 483
15 245 707
51 0 688
44 0 235
14 283 707
0 335 707
21 0 591
17 219 707
46 18 161
47 139 400
10 287 707
23 0 237
33 63 707
26 285 707
3 0 503
12 18 707
13 0 412
50 0 193
26 232
37 47 232
6 9 122
30 0 191
15 19 232
34 66 232
32 25 232
42 6 155
3 0 218
9 0 153
13 72 232
10 0 205
35 0 207
5 0 148
31 0 136
39 0 106
7 115 232
18 0 102
28 116 232
11 114 232
27 78 151
40 146 232
46 0 111
12 102 232
2 0 232
11 0 80
38 21 232
27 907
28 0 586
65 34 907
49 225 907
29 0 857
9 270 907
74 237 907
36 599 907
0 167 907
33 499 907
52 0 670
71 6 907
22 58 907
20 431 907
11 41 907
4 379 907
39 9 907
62 199 403
27 278 907
55 607 907
72 366 733
2 0 539
41 223 907
38 0 851
50 371 700
76 0 685
19 0 702
10 0 845
18 923
25 7 804
50 0 866
5 0 366
85 568 923
79 600 923
45 0 923
73 490 923
69 82 923
23 76 923
13 0 859
44 119 923
0 0 329
38 218 923
6 53 372
98 0 782
37 74 802
31 53 923
46 520 923
13 595
19 4 340
25 0 443
51 7 595
23 0 447
9 0 463
58 49 443
1 192 595
59 387 595
36 47 595
29 41 595
4 0 469
57 36 595
62 0 526
45 611
60 42 611
84 0 531
64 4 611
52 43 611
15 0 473
92 122 611
95 244 579
77 110 611
82 215 611
49 29 345
65 34 611
69 0 322
12 186 611
27 0 414
113 0 410
19 234 611
54 0 515
76 0 579
2 0 403
72 0 411
97 34 365
51 0 474
116 0 584
8 0 600
56 180 472
36 419 611
53 89 392
101 0 582
83 0 602
85 0 571
5 40 611
106 58 611
10 156 611
11 170 611
115 59 611
62 281 611
61 135 293
90 0 425
9 136 272
6 0 486
42 0 468
29 242 611
1 155 611
66 357 611
18 0 329
46 381
64 249 341
1 80 381
16 80 381
9 0 355
55 0 285
7 60 276
2 0 183
43 0 360
49 142 381
51 103 349
8 0 381
20 54 381
56 0 190
45 167 381
59 80 381
24 0 304
5 247 381
52 22 381
3 62 381
41 0 365
12 126 381
21 0 263
62 0 367
32 223 358
23 50 381
25 82 381
19 12 381
39 0 364
14 101 381
53 4 381
17 202 381
61 0 151
54 103 325
31 167 381
29 0 91
10 91 381
5 52 171
4 169 324
40 0 299
46 64 381
29 237 329
57 0 303
26 0 198
2 211 381
34 221 362
0 113 270
27 744
53 317 744
29 0 687
22 0 382
48 124 402
1 212 613
43 290 744
47 282 476
26 256 744
8 301 744
15 0 696
13 309 639
4 443 744
14 117 744
10 0 485
11 0 640
5 160 744
7 0 744
40 0 355
44 182 414
52 63 744
6 0 578
17 0 358
24 0 636
13 0 302
12 0 733
25 0 657
51 0 717
3 276
20 85 276
41 0 265
5 0 219
1 693
71 0 478
43 177
95 0 83
10 0 155
62 80 177
6 0 105
118 50 105
3 63 177
50 0 100
9 0 112
115 0 52
13 0 116
76 43 177
79 0 80
94 44 150
37 5 177
114 0 140
74 68 177
87 0 110
77 0 113
35 0 136
52 21 177
92 29 177
12 15 177
28 44 177
42 57 95
20 0 100
111 52 177
121 29 177
53 65 143
58 0 69
91 45 177
54 5 177
120 41 177
69 60 177
73 0 133
106 0 74
103 8 177
22 73 167
96 66 177
89 33 177
0 102 177
105 4 177
65 0 174
112 0 158
32 216
63 24 100
108 0 176
86 91 216
84 57 209
32 3 216
12 17 216
72 38 216
69 4 216
49 15 216
17 0 186
66 0 174
56 0 59
102 0 185
4 10 216
94 0 190
38 117 216
75 43 216
31 55 129
88 93 216
10 134 216
68 0 147
45 0 106
34 89 216
43 77 216
70 81 216
8 72 216
106 41 216
14 0 183
83 86 143
105 68 187
1 79 216
45 116 216
50 442
31 0 235
7 123 362
23 40 312
73 255 372
78 233 442
22 0 259
4 128 442
86 18 442
0 143 442
5 30 129
15 187 308
49 0 367
58 217 442
19 119 442
20 203 442
33 0 363
88 84 442
14 20 442
57 159 439
27 0 346
3 57 442
51 0 220
32 94 442
64 0 207
36 0 330
38 56 442
35 0 431
45 317 442
37 152 442
28 97 442
42 0 412
12 59 392
65 1 442
84 0 201
29 0 365
34 0 413
30 108 442
66 36 419
2 107 442
6 246 442
52 4 442
82 0 345
59 81 442
24 225 421
39 0 422
26 0 401
47 47 442
83 98 297
44 0 394
53 0 369
37 808
47 0 673
42 405 808
76 0 628
5 0 782
69 226 808
78 192 808
85 316 808
57 177 517
9 58 808
11 0 369
34 0 613
99 139 808
35 0 762
2 133 808
49 29 808
94 0 457
3 0 446
77 0 530
13 318 808
18 0 237
29 0 808
98 0 762
103 0 758
56 241 808
68 0 296
8 9 808
25 98 808
44 288 808
48 0 785
17 0 555
92 393 797
74 0 445
24 0 367
102 565 808
89 0 238
4 268 703
21 7 808
27 484
39 0 441
6 324 467
11 55 484
4 0 197
42 317 480
44 0 447
5 0 183
47 158 484
15 0 384
4 322 484
45 46 484
9 0 354
10 0 350
7 34 484
41 0 212
25 326 452
23 10 484
17 77 484
13 8 420
24 66 484
5 253 379
14 180 484
16 234 336
20 0 243
0 31 484
26 0 274
46 213 484
25 560
5 0 389
7 231 560
13 0 433
29 157 429
14 0 559
36 0 362
9 0 373
1 164 560
11 161 407
20 0 392
35 0 430
33 0 502
8 67 317
6 84 560
23 0 302
19 274 445
18 28 560
30 128 560
0 0 357
24 225 560
3 0 488
10 15 560
12 39 560
28 0 552
26 142 560
1 707
75 125 515
50 100000
100000 25697 100000
96114 0 75919
55020 45840 100000
12712 30014 100000
8973 0 62582
36320 6906 56362
66239 36919 100000
98030 50788 100000
36614 0 56722
6471 46773 91136
97823 59309 100000
38506 0 72487
69706 0 97253
75371 46851 99114
71451 21863 100000
41964 21457 100000
82415 0 99442
83585 0 73981
55014 0 100000
8483 54911 82330
62819 18776 38932
92868 28387 100000
41311 0 65188
83336 15898 56458
2864 0 55258
75766 0 77956
40160 1301 100000
46238 16980 100000
75249 51257 100000
7754 22034 55502
19835 0 91045
6406 0 93733
94401 37861 100000
10218 0 50747
25496 0 59498
49929 52410 82083
88840 419 26105
47287 0 97402
34402 48022 81453
95982 0 38149
94061 4309 74476
91984 23971 70310
21500 0 80809
59436 0 57030
53720 0 40937
63724 23903 100000
44995 0 76747
16687 0 65194
59953 0 83332
16243 8047 60955
31 632
24 122 632
31 173 454
38 0 268
18 55 231
9 26 325
7 104 409
48 24 632
37 0 630
18 395 632
41 0 562
33 52 632
20 0 331
15 195 522
26 152 562
5 0 624
16 0 575
12 0 537
11 0 409
47 310 632
4 36 469
1 277 632
44 396 543
6 0 614
46 162 632
0 0 494
28 0 574
22 0 464
13 0 625
17 305 632
30 256 632
27 30 632
22 633
73 0 628
63 382 633
43 32 508
58 0 486
55 197 633
0 99 633
83 96 222
9 0 544
4 374 627
88 16 633
57 0 517
82 258 633
70 168 321
12 12 633
74 0 605
80 0 447
41 279 633
75 200 633
64 169 355
36 7 486
2 269 633
15 0 415
3 9
33 0 6
66 0 9
99 3 9
35 848
75 0 476
57 263 848
76 0 672
45 286 848
64 481 693
1 459 845
50 19 848
18 471 848
5 0 813
47 112 848
67 0 198
61 0 359
55 0 748
38 303 848
35 461 848
39 0 726
53 132 848
63 228 668
14 602 822
0 0 505
19 0 632
44 133 848
78 0 743
23 0 514
43 36 848
58 658 837
10 211 434
51 221 455
24 291 681
71 61 848
25 103 760
46 0 346
8 0 730
29 17 848
14 0 522
40 634
46 0 507
12 47 634
35 0 529
58 123 634
105 3 634
64 302 634
57 321 634
6 0 364
72 179 624
55 0 422
18 0 524
78 0 492
71 20 541
95 27 634
13 124 634
48 0 547
20 350 634
16 471 634
4 198 472
41 0 610
67 0 425
43 0 512
8 0 320
61 0 209
65 38 634
84 0 377
60 0 251
89 91 634
77 180 634
63 409 634
23 70 253
52 180 634
104 108 634
87 0 188
97 3 634
15 265 496
98 394 634
57 0 256
94 0 380
64 0 175
42 492
57 139 492
36 93 393
0 134 380
81 187 287
34 0 203
69 21 492
121 0 330
125 82 492
75 89 492
15 110 492
96 0 457
44 193 435
46 184 492
117 0 412
102 0 326
38 0 455
23 0 301
51 0 395
99 86 453
4 121 323
66 143 492
63 347 475
59 34 300
42 200 492
18 0 365
10 3 492
63 0 262
58 0 357
64 164 492
12 213 492
103 0 467
50 0 390
95 148 492
107 44 492
16 0 244
82 0 421
72 142 492
20 30 492
104 306 407
3 0 350
53 0 396
78 147 492
27 133
101 0 87
70 0 119
7 0 131
105 23 107
11 0 91
75 78 133
38 82 133
51 0 82
56 22 133
18 71 133
43 13 40
14 51 133
74 8 133
6 8 133
22 0 29
33 52 123
23 0 104
52 41 133
34 68 133
29 0 108
19 0 97
20 0 112
37 25 133
0 0 92
91 1 59
21 0 76
92 43 133
45 153
90 12 153
28 65 153
98 75 153
92 39 152
103 0 124
91 98 153
117 13 95
44 59 153
36 39 153
101 0 144
25 50 153
71 24 130
14 50 153
67 42 153
54 0 73
2 13 153
1 9 106
105 0 149
13 0 123
34 0 99
23 66 153
100 64 153
48 104 153
21 50 153
55 0 114
33 33 121
51 0 152
64 4 95
75 0 153
73 0 152
38 7 153
70 0 127
89 0 136
43 67 133
30 70 143
31 21 153
99 91 136
74 47 85
78 0 122
110 25 153
50 18 100
5 0 109
93 50 153
59 51 153
60 0 83
44 724
47 98 724
29 0 481
7 0 644
24 286 724
19 158 724
5 436 724
33 0 715
13 141 724
56 301 724
39 0 631
42 350 724
26 3 724
31 0 670
18 31 724
65 321 507
63 101 716
12 0 586
64 55 724
2 86 724
34 82 255
52 0 358
8 244 724
53 169 724
15 0 583
6 0 621
1 69 315
27 225 724
58 286 724
17 417 689
22 0 610
66 433 724
59 0 613
45 302 724
35 0 400
25 0 623
42 0 320
4 51 724
21 376 724
20 362 647
61 0 574
60 0 427
41 0 513
54 77 724
62 364 669
23 201
12 24 94
93 3 201
84 34 201
4 0 188
40 0 187
3 25 201
24 0 166
95 0 194
6 39 201
75 0 60
104 85 201
101 0 158
34 0 192
80 0 195
79 138 201
0 0 131
7 119 201
102 64 194
11 0 101
57 93 201
9 6 201
73 0 134
77 20 201
37 695
52 57 695
56 0 283
36 0 684
53 0 551
41 330 695
0 0 539
34 0 524
20 340 695
45 370 693
16 43 437
48 173 695
50 46 695
22 236 695
57 71 695
11 0 384
8 207 695
5 205 695
19 159 695
33 135 695
12 24 695
49 0 603
9 234 695
51 0 623
3 175 695
35 107 695
24 0 581
31 96 695
26 144 695
46 326 695
42 0 426
58 0 352
6 0 478
55 0 244
43 125 351
32 365 695
21 0 515
2 65 285
